,Gen,NbVert,NbActR,NbTeamR,MinTraining,AvgTraining,MaxTraining,MinTrainingScore,AvgTrainingScore,MaxTrainingScore,MinValidation,AvgValidation,MaxValidation,MinValidationScore,AvgValidationScore,MaxValidationScore,T_eval,T_valid,T_decim,T_mutat,T_total,ValidationScoreObs0,ValidationScoreObs01,ValidationScoreObs1,ValidationSuccessObs0,ValidationSuccessObs01,ValidationSuccessObs1,environment,seed,folder,Type,taskGroup,ValidationScoreObs014,ValidationScoreObs4,ValidationSuccessObs014,ValidationSuccessObs4
2439,1000,3940,3000,489,-1127.43,80.27,687.63,-732.91,435.72,1171.08,-401.16,-51.99,338.76,-13.19,268.74,741.56,16.9,37.26,0.15,37.79,16774.34,904.431,,1041.96,4.0,,4.8,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,744.145,635.784,3.4,3.0
2440,1050,4000,3000,493,-1179.94,76.16,664.58,-915.01,440.52,1132.48,-244.57,-48.92,345.16,8.05,272.88,745.77,16.84,37.37,0.25,38.05,17705.13,1061.62,,1045.49,4.8,,4.8,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,745.528,648.07,3.2,3.0
2441,1100,3959,3000,493,-1222.87,91.93,594.89,-907.33,425.27,1094.22,-355.31,-44.39,338.76,-48.71,271.82,733.7,16.69,37.44,0.27,38.1,18679.06,993.878,,1075.23,4.6,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,740.875,656.858,3.2,3.0
2442,1150,4017,3000,493,-1241.08,62.32,600.69,-915.12,420.02,1083.84,-248.24,-47.13,332.47,-127.12,276.03,732.93,16.81,37.38,0.15,37.96,19648.28,916.777,,1073.46,4.0,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,736.04,645.576,3.2,2.8
2443,1200,3986,3000,491,-1225.62,66.65,627.8,-910.53,442.72,1106.39,-251.95,-41.84,343.66,34.39,277.38,746.46,17.34,37.29,0.24,37.92,20608.55,1062.83,,1072.81,4.8,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,727.58,640.962,3.2,2.8
2444,1250,4005,3000,492,-1222.87,71.36,705.79,-923.07,430.73,1164.37,-155.08,-45.9,335.03,40.5,276.56,738.55,17.92,43.31,0.17,43.9,21599.56,994.394,,1069.1,4.4,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,761.184,662.462,3.2,3.0
2445,1300,3986,3000,490,-1228.02,65.81,709.32,-920.2,431.41,1091.13,-233.28,-45.51,328.68,9.22,274.65,718.68,20.38,44.52,0.16,45.09,22642.75,986.533,,1088.12,4.4,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,712.862,666.812,3.2,3.0
2446,1350,3991,3000,492,-1297.61,56.34,637.59,-931.38,409.05,1118.29,-333.68,-42.31,325.19,5.88,273.88,734.63,22.66,43.24,0.13,43.94,23728.66,987.328,,1084.36,4.4,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,725.142,675.269,3.4,3.0
2447,1400,4038,3000,491,-1101.77,70.67,620.05,-917.75,413.22,1089.01,-278.53,-38.0,326.39,-12.14,279.07,726.23,18.94,38.72,0.13,39.29,24797.47,930.741,,1079.61,4.2,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,709.935,672.527,3.0,3.0
2448,1450,3937,3000,492,-1148.46,65.89,713.24,-758.72,430.32,1097.32,-348.75,-32.72,353.64,-19.43,282.16,746.21,19.58,45.33,0.17,45.94,25876.16,992.12,,1069.05,4.6,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,702.106,672.776,3.0,3.0
2449,1500,4028,3000,492,-1137.63,103.74,716.61,-931.35,447.83,1096.44,-292.49,-38.61,353.66,34.01,280.6,757.19,19.28,41.04,0.17,41.67,26912.47,920.284,,1088.0,4.2,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,731.408,696.335,3.2,3.0
2450,1550,3984,3000,491,-1345.88,110.33,702.22,-929.12,465.15,1088.41,-370.51,-38.65,333.74,-40.21,281.38,736.85,18.18,40.03,0.33,40.77,27940.11,935.378,,1087.25,4.2,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,732.415,689.713,3.2,3.0
2451,1600,3974,3000,491,-1130.89,108.74,714.13,-917.23,456.38,1094.15,-291.07,-38.8,344.7,27.0,278.56,753.53,17.11,46.68,0.33,47.35,28949.15,981.281,,1078.39,4.4,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,749.084,695.169,3.2,3.0
2452,1650,4016,3000,490,-1320.93,106.24,661.4,-915.06,474.25,1131.59,-338.97,-38.22,324.94,4.27,282.32,727.05,19.11,44.94,0.19,45.59,29974.38,944.379,,1069.58,4.2,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,728.809,689.03,3.2,3.0
2453,1700,3979,3000,491,-1222.59,80.72,702.73,-928.77,398.25,1091.32,-642.96,-42.78,303.56,-329.13,282.84,723.04,17.3,41.86,0.19,42.49,30995.63,947.918,,1088.49,4.2,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,738.779,686.717,3.4,3.0
2454,1750,3990,3000,492,-1319.27,56.85,718.58,-917.17,435.12,1096.09,-237.08,-37.86,348.89,-10.49,285.27,757.77,22.05,45.91,0.18,46.55,32102.63,894.467,,1080.43,4.2,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,753.312,699.433,3.4,3.0
2455,1800,3986,3000,490,-1316.86,111.23,658.03,-927.16,440.9,1142.63,-234.55,-39.47,310.17,10.07,285.17,712.21,16.51,44.2,0.17,45.05,33195.19,1037.6,,1063.22,4.6,,4.8,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,743.547,688.65,3.4,3.0
2456,1850,3977,3000,487,-1214.99,86.38,673.93,-918.23,441.17,1168.52,-366.57,-37.38,309.57,29.64,287.65,731.25,22.16,52.86,0.19,53.45,34315.67,1018.72,,1074.19,4.6,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,780.168,669.204,3.6,3.0
2457,1900,3992,3000,488,-1205.42,103.75,639.22,-909.71,457.36,1124.84,-364.57,-36.75,321.77,2.9,285.81,749.27,17.11,45.7,0.28,46.41,35352.59,1030.83,,1083.87,4.8,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,748.549,692.012,3.4,3.0
2458,1950,4047,3000,489,-1130.35,84.51,610.22,-714.17,455.38,1097.35,-361.58,-39.61,334.57,41.0,281.14,743.62,19.32,39.96,0.26,40.66,36383.34,958.871,,1086.54,4.4,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,742.053,679.253,3.2,3.0
2459,1999,3968,3000,487,-1241.34,80.63,730.13,-931.15,432.8,1101.55,-501.53,-45.49,337.48,-253.53,278.91,743.73,18.71,41.41,0.25,41.41,37426.19,1074.34,,1085.94,4.8,,5.0,half_cheetah,9,m.Hierarchical.Tournament.Indi,Hierarchical,threeTasks,774.579,701.759,3.4,3.0
2460,0,4500,3000,500,-1065.94,-138.91,18.72,-826.85,-17.71,84.36,-324.35,-97.63,-116.5,-194.63,23.1,69.21,20.78,30.03,0.1,30.4,51.48,82.3642,,84.581,0.0,,0.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,73.3609,53.2102,0.0,0.0
2461,50,4117,3000,500,-1180.12,-74.77,360.7,-933.8,180.4,741.32,-543.07,-115.71,-14.77,-231.37,124.53,248.01,17.02,24.31,0.05,24.79,943.89,676.997,,689.267,3.0,,3.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,179.157,113.957,0.6,0.4
2462,100,4094,3000,500,-1179.38,-61.41,496.79,-918.48,196.86,902.01,-633.48,-137.78,102.49,-265.9,126.4,287.5,15.79,23.61,0.06,23.94,1823.33,893.556,,738.859,4.0,,3.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,208.136,162.011,0.8,0.6
2463,150,4142,3000,500,-1327.15,-27.75,473.62,-906.64,251.53,880.68,-488.59,-99.99,151.75,-203.88,153.88,465.48,16.99,22.68,0.05,23.22,2726.58,827.623,,763.996,3.6,,3.4,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,291.383,163.403,1.2,0.6
2464,200,4160,3000,500,-1134.26,-38.0,569.66,-921.31,235.19,994.94,-314.52,-93.31,140.21,-50.33,161.07,453.67,17.39,23.01,0.06,23.42,3640.5,838.335,,819.085,3.8,,3.8,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,297.891,240.094,1.2,1.0
2465,250,4092,3000,500,-1088.4,-9.97,604.56,-920.41,254.83,1028.43,-360.39,-92.71,193.73,-35.63,162.19,443.55,16.11,23.26,0.06,23.76,4538.18,1021.58,,869.255,4.6,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,382.657,173.304,1.6,0.6
2466,300,4090,3000,499,-1117.15,-33.97,719.58,-922.85,255.28,1141.04,-360.78,-89.54,234.71,-73.13,174.45,519.11,17.03,22.97,0.06,23.31,5434.23,1051.64,,884.468,4.8,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,313.158,280.873,1.2,1.0
2467,350,4131,3000,500,-1150.1,-5.78,663.93,-930.84,280.48,1086.13,-449.29,-83.72,186.09,-9.67,179.61,514.42,16.58,21.93,0.07,22.28,6336.6,1032.82,,892.101,4.8,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,329.129,234.627,1.4,1.0
2468,400,4076,3000,499,-1167.98,-4.15,702.2,-921.56,277.01,1151.56,-441.33,-86.18,199.76,-82.49,178.85,557.59,17.96,23.5,0.08,24.09,7262.83,1006.47,,888.819,4.4,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,439.669,322.685,1.8,1.4
2469,450,3960,3000,499,-1233.26,22.22,786.74,-923.73,310.12,1224.49,-291.17,-68.36,230.84,22.35,187.69,627.77,17.08,22.39,0.14,22.77,8186.15,1068.43,,902.172,4.8,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,542.436,291.323,2.4,1.2
2470,500,4009,3000,497,-1200.44,5.13,714.09,-923.9,298.63,1153.53,-395.02,-83.34,241.05,-14.81,187.88,618.09,17.34,22.78,0.07,23.34,9129.28,1068.41,,911.668,4.8,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,671.603,351.122,2.8,1.4
2471,550,3987,3000,497,-1280.79,34.36,672.67,-923.06,330.33,1121.13,-541.52,-73.06,234.93,-56.96,190.21,601.92,17.87,21.16,0.09,21.72,10084.78,1016.64,,915.331,4.6,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,482.383,244.998,2.2,1.0
2472,600,3933,3000,498,-1285.31,44.96,723.83,-924.47,328.52,1178.38,-358.93,-69.52,262.53,-61.59,191.03,567.6,17.57,21.6,0.15,22.05,11017.27,1098.05,,926.791,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,419.474,327.701,1.6,1.4
2473,650,3984,3000,497,-1229.57,43.84,637.68,-927.41,327.73,1095.52,-234.56,-59.82,257.82,-6.71,195.77,640.99,16.93,21.17,0.12,21.57,11978.59,1104.99,,925.515,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,760.788,325.724,3.4,1.4
2474,700,3931,3000,497,-1175.16,45.27,750.37,-922.39,328.89,1199.98,-579.96,-71.13,332.21,-166.57,193.55,718.21,16.95,26.91,0.17,27.35,12947.82,1135.72,,921.0,5.2,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,664.716,327.415,3.0,1.4
2475,750,3970,3000,495,-1256.66,40.09,739.61,-928.04,332.96,1213.14,-228.29,-81.33,246.87,41.01,197.5,602.49,18.26,22.91,0.1,23.32,13942.07,1072.01,,938.814,4.8,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,497.352,369.74,2.0,1.6
2476,800,3952,3000,496,-1192.34,42.77,708.71,-929.32,354.56,1172.77,-343.74,-90.07,301.9,-4.39,201.31,645.15,19.28,23.76,0.09,24.14,14947.22,1031.25,,941.275,4.6,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,419.567,333.864,1.6,1.4
2477,850,3992,3000,496,-1182.12,63.9,752.92,-916.68,372.82,1217.84,-216.05,-86.62,210.51,-1.96,199.55,588.46,18.87,23.43,0.09,23.92,15933.62,1099.58,,929.245,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,532.092,328.188,2.4,1.4
2478,900,3998,3000,496,-1215.72,48.69,736.45,-926.84,343.42,1209.57,-414.63,-84.46,274.94,-0.63,200.38,686.08,18.68,23.61,0.1,24.04,16925.53,1122.31,,937.608,5.2,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,599.491,269.973,2.8,1.0
2479,950,3999,3000,496,-1274.62,65.3,754.95,-921.51,374.37,1222.46,-729.19,-79.54,306.67,-359.24,206.45,716.5,19.88,24.31,0.08,24.67,17950.44,1060.74,,945.924,4.8,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,760.622,336.13,3.4,1.4
2480,1000,3994,3000,497,-1258.16,45.3,661.01,-917.68,337.7,1137.1,-272.98,-85.91,263.2,39.89,202.76,681.05,17.9,23.23,0.1,23.64,18964.35,1037.14,,939.658,4.8,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,635.923,361.425,2.6,1.4
2481,1050,4034,3000,497,-1227.56,50.66,752.05,-922.92,352.96,1218.72,-354.56,-83.59,332.96,22.74,204.59,740.82,18.71,24.31,0.12,24.75,19984.87,1102.17,,941.716,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,691.456,346.892,3.0,1.4
2482,1100,4040,3000,498,-1243.54,58.56,745.0,-920.46,361.42,1209.67,-290.06,-84.89,314.94,22.0,204.71,700.67,19.19,24.52,0.12,24.94,21009.02,1196.4,,945.247,5.6,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,621.438,293.475,2.6,1.2
2483,1150,3941,3000,496,-1271.63,72.67,798.16,-919.35,377.89,1263.46,-237.13,-82.24,243.62,1.42,209.22,641.51,19.16,25.83,0.11,26.25,22044.26,1091.15,,942.738,5.2,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,505.502,293.416,2.2,1.2
2484,1200,3893,3000,497,-1227.51,54.76,687.56,-928.45,373.69,1148.02,-284.02,-90.1,316.05,33.12,201.77,683.16,20.65,25.12,0.14,25.67,23126.33,1159.06,,944.403,5.4,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,648.401,235.963,2.8,1.0
2485,1250,3851,3000,497,-1201.33,58.95,736.19,-919.13,374.66,1195.32,-457.82,-88.11,322.32,-112.57,203.81,696.36,21.16,24.61,0.13,25.07,24215.71,1140.1,,943.753,5.2,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,644.53,338.945,3.0,1.4
2486,1300,3947,3000,497,-1383.13,64.46,753.83,-919.97,375.35,1211.77,-281.89,-83.79,290.26,28.23,207.3,661.39,20.18,24.31,0.16,24.81,25301.13,1101.58,,954.56,5.2,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,598.308,186.328,2.6,0.6
2487,1350,3933,3000,497,-1155.05,90.19,737.66,-917.53,396.6,1198.36,-312.4,-73.94,276.77,22.49,208.29,671.52,20.35,24.26,0.13,24.74,26369.79,1099.5,,949.552,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,652.311,179.099,3.0,0.6
2488,1400,3928,3000,496,-1234.26,85.11,773.16,-916.23,399.31,1230.35,-396.28,-78.72,324.11,24.06,208.82,703.2,20.94,24.42,0.16,24.92,27447.19,1087.41,,964.274,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,691.474,409.035,3.0,1.8
2489,1450,3998,3000,497,-1322.54,60.7,826.01,-919.98,382.03,1289.5,-749.73,-82.26,256.5,-381.86,208.01,664.83,20.74,24.71,0.14,25.26,28515.66,1123.53,,973.22,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,624.768,256.377,3.0,1.0
2490,1500,3923,3000,496,-1202.2,55.35,726.25,-907.81,360.06,1207.33,-172.44,-89.49,212.75,32.26,207.68,601.21,20.04,25.36,0.15,25.84,29588.27,1084.76,,973.114,5.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,516.95,278.239,2.4,1.2
2491,1550,3966,3000,496,-1378.18,61.2,762.11,-916.82,373.88,1232.63,-319.64,-83.3,273.32,-114.71,212.69,675.35,20.8,25.43,0.13,25.92,30683.2,1159.1,,979.66,5.2,,4.2,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,638.422,210.604,3.0,0.8
2492,1600,4011,3000,496,-1210.04,57.75,818.51,-919.07,363.25,1307.98,-152.89,-85.69,260.05,-7.25,208.98,641.18,20.24,24.98,0.16,25.49,31815.27,1140.22,,975.254,5.2,,4.2,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,549.156,285.256,2.4,1.2
2493,1650,3973,3000,496,-1244.58,58.74,717.73,-890.55,369.21,1211.36,-255.11,-85.07,293.0,49.03,209.27,633.77,19.35,24.7,0.14,25.07,32941.96,1142.23,,975.439,5.2,,4.2,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,641.433,250.458,2.8,1.0
2494,1700,3948,3000,497,-1265.45,81.31,825.67,-914.86,381.93,1306.25,-545.13,-79.01,294.59,-179.93,210.35,680.48,18.82,23.95,0.11,24.38,33993.85,1268.0,,972.858,5.8,,4.2,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,550.047,193.438,2.6,0.6
2495,1750,3986,3000,497,-1227.66,88.88,889.05,-908.41,411.86,1370.71,-111.38,-75.65,308.35,-16.87,215.58,689.01,20.97,25.14,0.1,25.55,35034.93,1316.44,,970.738,6.2,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,636.153,190.972,2.8,0.6
2496,1800,3991,3000,497,-1239.47,72.28,882.74,-913.54,375.79,1367.82,-166.92,-79.15,322.03,-10.05,212.39,714.58,18.82,23.91,0.11,24.3,36074.71,1364.5,,979.188,6.4,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,572.692,270.502,2.8,1.2
2497,1850,4026,3000,497,-1249.38,85.91,858.44,-921.21,402.27,1341.8,-152.24,-71.19,345.86,-31.23,218.65,695.42,18.97,24.49,0.13,24.88,37138.69,1302.98,,965.417,6.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,716.633,373.466,3.2,1.6
2498,1900,4152,3000,497,-1145.2,65.85,899.97,-910.3,381.88,1387.16,-322.69,-77.36,304.36,-11.47,214.4,688.57,20.21,24.68,0.14,25.12,38217.19,1199.78,,967.658,5.4,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,728.966,258.062,3.4,1.0
2499,1950,4024,3000,495,-1300.27,80.35,885.83,-907.61,400.25,1372.16,-563.53,-75.25,372.36,-124.23,217.95,722.97,20.03,24.5,0.12,24.93,39287.22,1303.14,,982.075,6.2,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,627.608,372.034,2.8,1.6
2500,1999,3993,3000,497,-1181.97,95.86,915.2,-913.13,419.45,1392.92,-367.32,-72.42,353.42,35.09,220.71,729.91,20.33,24.6,0.13,24.6,40326.69,1300.5,,975.71,6.0,,4.0,half_cheetah,0,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,684.985,320.249,3.0,1.4
2501,0,4500,3000,500,-1071.2,-146.03,39.77,-915.75,-23.95,81.32,-266.02,-96.57,-4.24,-122.65,25.82,67.86,19.83,47.28,0.18,47.64,67.84,75.302,,81.2312,0.0,,0.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,68.6815,55.4039,0.0,0.0
2502,50,4149,3000,500,-1329.44,-180.58,268.56,-923.99,109.73,657.8,-486.66,-167.19,47.8,-117.91,112.67,254.27,18.31,25.18,0.08,25.57,988.82,399.525,,666.174,1.6,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,237.373,163.419,1.0,0.0
2503,100,4163,3000,500,-1278.91,-117.75,261.77,-909.86,207.04,793.05,-239.97,-149.38,17.93,-94.29,153.36,468.72,19.61,26.19,0.08,26.63,2002.16,684.016,,692.036,3.0,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,454.432,291.337,1.8,1.0
2504,150,4156,3000,498,-1337.96,-83.92,466.57,-836.28,241.33,987.42,-710.52,-117.1,55.05,-314.93,165.56,476.52,19.63,24.8,0.07,25.27,3081.45,722.039,,701.741,3.2,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,491.947,387.236,2.0,1.4
2505,200,4315,3000,500,-1325.77,-63.87,442.46,-929.42,273.06,957.53,-494.29,-121.76,127.82,-176.13,171.36,552.73,19.52,25.78,0.09,26.3,4138.23,689.831,,738.54,3.0,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,548.077,450.645,2.4,2.0
2506,250,4099,3000,500,-1135.11,-44.4,589.23,-832.18,273.76,1103.88,-302.64,-123.24,177.64,-76.1,175.64,586.4,18.42,27.08,0.11,27.59,5219.93,834.452,,751.188,3.8,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,568.232,448.058,2.4,2.0
2507,300,4290,3000,500,-1116.69,-49.92,447.55,-830.69,287.29,946.9,-534.89,-95.97,191.18,-54.81,190.56,599.12,20.59,27.65,0.09,28.13,6312.92,825.662,,755.491,3.6,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,560.19,448.624,2.4,2.0
2508,350,4235,3000,500,-1270.99,-46.07,544.45,-846.06,281.79,1063.08,-456.73,-91.42,173.98,-157.03,186.67,545.7,19.79,24.91,0.11,25.39,7392.21,873.319,,773.347,4.0,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,470.256,443.218,2.0,2.0
2509,400,4072,3000,500,-1281.12,-48.02,681.0,-905.19,280.64,1203.93,-291.55,-99.59,163.09,-28.95,189.54,554.86,19.05,24.88,0.1,25.37,8469.1,881.979,,781.292,4.0,,3.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,509.545,448.221,2.2,2.0
2510,450,4155,3000,499,-1373.75,3.24,456.17,-903.23,331.29,962.92,-282.7,-85.88,165.97,-102.26,197.22,576.72,20.07,25.38,0.11,25.9,9541.77,861.072,,783.606,3.8,,3.4,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,585.567,454.003,2.4,2.0
2511,500,4091,3000,499,-1215.04,-4.01,520.08,-762.68,324.66,1044.95,-365.4,-82.4,187.78,-123.24,197.16,610.05,18.46,24.16,0.12,24.83,10676.32,905.115,,779.533,4.0,,3.2,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,611.339,447.5,2.8,2.0
2512,550,4112,3000,500,-1146.59,-25.72,491.66,-938.07,308.59,1018.84,-228.52,-84.66,206.3,-48.23,197.7,641.78,22.3,26.79,0.12,27.28,11798.13,853.378,,792.416,3.8,,3.6,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,642.39,474.592,2.8,2.0
2513,600,4181,3000,500,-1165.74,-25.42,468.98,-948.46,303.3,967.98,-637.82,-93.2,202.53,-199.29,200.24,644.77,20.15,28.35,0.13,28.9,12928.36,856.09,,799.606,4.0,,3.4,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,625.61,484.891,2.8,2.0
2514,650,4129,3000,500,-1194.97,-39.36,547.92,-910.29,291.24,1071.38,-290.28,-92.07,207.37,-76.2,196.8,619.59,22.72,25.46,0.12,25.92,14114.02,887.244,,798.14,4.0,,3.4,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,686.493,498.323,3.0,2.0
2515,700,3980,3000,499,-1170.16,-28.7,713.26,-907.32,296.74,1226.51,-523.94,-100.35,207.86,-242.7,195.44,617.07,20.62,26.77,0.09,27.18,15285.61,923.413,,800.487,4.2,,3.4,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,690.514,476.154,3.0,2.0
2516,750,4028,3000,499,-1322.35,-19.49,555.53,-911.07,320.7,1075.09,-332.5,-89.17,254.49,1.67,211.27,700.71,22.29,26.24,0.11,26.62,16629.6,934.863,,806.217,4.2,,3.6,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,700.368,498.504,3.0,2.0
2517,800,4033,3000,499,-1278.21,14.42,568.0,-915.57,353.1,1076.73,-384.21,-84.87,219.19,11.61,211.91,657.96,21.56,25.27,0.13,25.68,17885.64,851.43,,799.878,3.8,,3.4,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,608.737,493.497,2.6,2.0
2518,850,4026,3000,499,-1176.56,-40.53,564.97,-912.53,286.92,1078.29,-692.39,-89.38,239.57,-258.88,202.7,649.2,20.41,25.7,0.17,26.13,19239.28,998.989,,835.083,4.6,,4.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,679.2,490.498,3.2,2.0
2519,900,3988,3000,499,-1300.5,-37.39,601.47,-932.44,292.42,1090.7,-577.3,-94.58,214.95,-217.71,198.27,638.98,22.58,25.97,0.13,26.42,20448.71,1018.53,,812.815,4.6,,3.6,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,683.991,488.332,3.0,2.0
2520,950,3916,3000,499,-1202.23,7.95,531.78,-851.4,357.5,1038.14,-416.21,-89.55,271.98,-9.46,213.21,677.19,24.03,25.41,0.14,25.85,21667.34,1015.56,,832.715,4.6,,4.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,679.274,487.15,3.0,2.0
2521,1000,3929,3000,499,-1378.61,0.34,623.35,-892.04,339.14,1117.66,-481.81,-83.73,235.99,-58.51,213.81,649.57,22.89,25.94,0.23,26.59,22921.87,920.673,,837.666,4.2,,4.0,half_cheetah,1,n.Hierarchical.Lexicase.Indi,Hierarchical,threeTasks,671.158,473.056,2.8,2.0
