,Gen,NbVert,NbActR,NbTeamR,MinTraining,AvgTraining,MaxTraining,MinTrainingScore,AvgTrainingScore,MaxTrainingScore,MinValidation,AvgValidation,MaxValidation,MinValidationScore,AvgValidationScore,MaxValidationScore,T_eval,T_valid,T_decim,T_mutat,T_total,ValidationScoreObs0,ValidationScoreObs01,ValidationScoreObs1,ValidationSuccessObs0,ValidationSuccessObs01,ValidationSuccessObs1,environment,seed,folder,Type,taskGroup,ValidationScoreObs014,ValidationScoreObs4,ValidationSuccessObs014,ValidationSuccessObs4
913,550,1000,1000,0,-1030.76,-122.54,77.7,-673.85,153.34,335.73,-116.16,-75.96,-79.82,71.21,177.34,264.51,30.06,2.69,0.03,2.71,11209.41,649.661,,787.122,2.8,,3.6,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,176.677,243.386,0.6,1.0
914,600,1000,1000,0,-965.49,-151.11,24.3,-757.74,133.81,298.36,-209.33,-155.74,-39.59,72.91,157.72,266.83,15.79,1.73,0.05,1.75,12443.49,624.652,,807.851,2.6,,3.8,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,173.42,303.369,0.6,1.2
915,650,1000,1000,0,-803.04,-170.48,16.98,-516.73,145.61,306.22,-256.54,-123.23,-92.14,112.96,190.09,263.38,35.79,3.27,0.03,3.3,13664.74,677.094,,799.048,3.0,,3.6,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,182.14,376.82,0.6,1.4
916,700,1000,1000,0,-884.73,-112.87,66.84,-692.3,170.47,305.33,-242.25,-101.13,18.63,140.63,205.37,265.19,12.73,3.17,0.05,3.24,15065.48,850.331,,816.426,3.8,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,171.132,386.3,0.6,1.6
917,750,1000,1000,0,-900.68,-104.88,-16.77,-699.11,157.12,283.66,-313.0,-148.53,45.57,94.86,173.17,265.0,12.75,1.98,0.05,2.01,15993.41,805.154,,650.192,3.6,,3.2,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,175.519,425.891,0.6,2.0
918,800,1000,1000,0,-1002.87,-109.77,43.65,-754.02,161.09,275.72,-290.86,-89.18,-56.0,139.32,205.75,260.61,12.96,2.26,0.04,2.29,16732.0,805.96,,811.917,3.6,,3.8,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,174.933,421.501,0.6,1.6
919,850,1000,1000,0,-1121.46,-115.96,92.81,-780.85,144.64,289.37,-11.65,-88.82,-70.72,103.26,193.42,263.44,12.12,2.17,0.05,2.2,17658.42,760.592,,825.5,3.2,,3.8,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,182.509,413.526,0.6,1.8
920,900,1000,1000,0,-943.37,-161.31,57.13,-749.56,132.84,305.57,-300.69,-88.99,-1.54,105.33,208.86,287.36,21.97,2.29,0.05,2.32,18888.36,868.506,,808.367,3.8,,3.8,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,190.038,400.346,0.6,1.6
921,950,1000,1000,0,-938.91,-153.09,-40.67,-754.33,146.84,277.91,-251.13,-151.81,8.79,109.78,180.73,262.78,13.53,1.84,0.04,1.87,20140.25,757.985,,820.85,3.4,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,168.086,451.184,0.6,2.0
922,1000,1000,1000,0,-912.94,-109.14,48.96,-623.35,143.25,304.94,-254.45,-125.41,-10.31,116.48,182.5,260.18,27.15,3.14,0.04,3.17,21369.51,464.827,,819.355,1.8,,3.6,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,171.676,425.641,0.6,1.8
923,1050,1000,1000,0,-1047.63,-110.04,42.2,-692.73,146.71,311.91,-274.24,-97.04,-29.15,143.8,215.95,265.9,26.53,3.0,0.05,3.05,22645.12,706.572,,827.995,3.2,,3.8,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,172.86,457.283,0.6,2.0
924,1100,1000,1000,0,-1058.61,-162.74,30.77,-712.38,118.43,289.43,-26.56,-69.09,-23.82,134.23,195.93,269.48,12.41,2.41,0.04,2.44,23942.75,660.765,,829.355,3.0,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,175.791,412.805,0.6,1.8
925,1150,1000,1000,0,-892.58,-127.93,-8.11,-665.76,161.99,280.94,-227.29,-110.24,105.58,165.46,206.64,285.34,13.12,3.28,0.04,3.31,25290.65,874.205,,812.088,4.0,,3.6,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,176.022,647.6,0.6,3.0
926,1200,1000,1000,0,-994.54,-144.34,80.54,-709.36,152.65,324.84,24.04,-61.6,-8.27,150.39,228.62,266.84,31.69,3.02,0.04,3.06,26708.11,776.256,,830.423,3.4,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,176.88,629.3,0.6,2.8
927,1250,1000,1000,0,-946.4,-109.55,54.71,-581.28,171.29,303.24,-36.98,-76.85,-81.22,110.6,165.23,250.44,30.85,2.82,0.04,2.86,27958.17,563.294,,798.419,2.4,,3.8,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,174.138,616.151,0.6,2.6
928,1300,1000,1000,0,-970.63,-159.95,67.9,-752.26,146.69,287.55,-8.73,-60.56,-15.63,167.51,222.78,276.82,16.74,2.16,0.06,2.19,28926.93,857.348,,840.721,3.8,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,176.579,651.159,0.6,3.0
929,1350,1000,1000,0,-1026.75,-104.39,92.44,-689.9,148.54,299.82,-230.94,-151.49,70.19,165.16,199.31,260.99,25.73,3.4,0.04,3.44,29858.43,694.289,,833.232,3.0,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,133.065,614.763,0.4,2.8
930,1400,1000,1000,0,-1017.1,-157.85,32.98,-755.66,161.65,299.52,-245.11,-108.75,19.11,133.2,210.29,270.71,14.13,3.06,0.06,3.09,30741.09,746.132,,821.806,3.2,,3.8,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,181.76,649.375,0.6,3.0
931,1450,1000,1000,0,-1180.74,-167.85,12.71,-754.25,151.39,300.49,-2.99,-50.15,17.11,168.43,214.98,267.33,32.65,2.81,0.05,2.87,31518.34,764.831,,840.262,3.4,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,172.458,628.841,0.6,3.0
932,1500,1000,1000,0,-1098.02,-119.17,74.38,-753.79,176.7,312.85,-124.77,-98.99,2.95,96.53,201.0,261.49,13.89,2.39,0.04,2.43,32558.24,775.854,,671.941,3.4,,3.2,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,176.239,628.932,0.6,2.8
933,1550,1000,1000,0,-1010.32,-104.64,106.29,-685.52,163.76,308.09,10.01,-69.88,27.06,145.9,208.54,260.91,29.03,3.0,0.05,3.04,33447.08,785.787,,702.116,3.4,,3.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,177.88,643.53,0.6,3.0
934,1600,1000,1000,0,-931.34,-167.24,41.21,-616.42,155.05,286.83,-224.79,-132.71,58.3,127.75,206.04,267.62,31.7,3.09,0.04,3.13,34888.98,608.882,,832.605,2.6,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,171.126,647.164,0.6,2.8
935,1650,1000,1000,0,-1043.53,-191.12,60.05,-649.79,160.48,302.03,-40.01,-65.6,-3.95,143.29,200.54,256.04,16.24,2.89,0.07,2.93,36016.29,745.939,,671.894,3.4,,3.2,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,176.623,649.517,0.6,3.0
936,1700,1000,1000,0,-887.42,-151.3,48.03,-718.17,170.57,327.59,-308.1,-61.68,35.47,149.73,208.54,268.41,28.25,2.95,0.05,2.99,36829.15,401.706,,830.294,1.8,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,139.353,639.151,0.4,3.0
937,1750,1000,1000,0,-918.92,-189.41,15.2,-670.63,161.86,286.68,-315.02,-68.83,26.4,129.28,223.18,269.92,32.48,2.77,0.03,2.81,38017.0,806.871,,810.68,3.6,,3.6,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,170.569,603.093,0.6,2.6
938,1800,1000,1000,0,-941.85,-74.08,11.99,-563.14,186.01,312.12,-308.69,-89.86,17.88,160.69,229.16,277.65,27.58,3.05,0.05,3.1,39313.5,797.545,,841.213,3.4,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,174.835,629.287,0.6,2.8
939,1850,1000,1000,0,-804.4,-160.22,-198.44,-584.89,157.69,307.72,-298.21,-137.54,-41.97,159.96,214.35,261.84,13.51,2.29,0.05,2.34,39976.6,701.53,,824.523,3.0,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,183.459,636.932,0.6,2.8
940,1900,1000,1000,0,-822.44,-112.38,-77.73,-608.96,171.34,295.9,-22.88,-183.29,-71.09,138.15,196.93,247.86,27.11,3.08,0.05,3.12,40971.91,670.746,,795.597,3.0,,3.4,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,172.26,604.205,0.6,2.6
941,1950,1000,1000,0,-1012.78,-206.34,51.66,-555.33,147.99,334.93,-55.48,-77.4,7.6,140.08,221.95,268.91,33.17,2.94,0.04,2.98,42142.0,705.303,,857.706,3.2,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,175.844,478.195,0.6,2.0
942,1999,1000,1000,0,-1134.67,-137.59,61.17,-697.35,152.88,367.54,-38.18,-88.82,-62.24,137.26,215.68,277.67,13.33,1.73,0.06,1.73,43017.71,612.561,,848.875,2.6,,4.0,half_cheetah,2,Lexi.MAPLE,Naive,threeTasks,184.658,645.531,0.6,3.0
943,0,1000,1000,0,-858.73,-136.88,-77.64,-750.18,-16.65,67.69,-90.85,-67.48,-113.88,-36.37,47.93,69.27,16.35,2.4,0.04,2.45,18.96,75.2627,,83.3903,0.0,,0.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,70.6004,52.5989,0.0,0.0
944,50,1000,1000,0,-890.98,-151.21,-20.76,-707.03,57.8,207.42,-187.46,-68.17,-41.97,67.43,126.74,212.84,13.04,1.73,0.03,1.76,761.71,396.702,,620.792,1.6,,2.6,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,171.836,88.0347,0.6,0.2
945,100,1000,1000,0,-876.97,-139.17,-28.97,-604.06,136.19,270.35,-207.87,-110.94,-78.69,34.9,171.01,236.05,14.27,2.26,0.03,2.29,1496.98,422.022,,723.228,1.6,,3.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,175.076,147.777,0.6,0.4
946,150,1000,1000,0,-927.11,-130.7,-76.46,-746.35,81.82,273.83,-291.34,-87.48,-76.23,16.3,178.84,237.5,12.23,2.27,0.03,2.29,2309.26,436.538,,722.585,1.8,,3.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,184.237,152.168,0.6,0.6
947,200,1000,1000,0,-969.23,-162.12,-19.02,-793.96,121.61,264.62,-270.84,-78.71,-75.6,87.08,179.09,235.1,15.3,2.29,0.04,2.32,3117.48,513.237,,722.469,2.2,,3.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,171.594,452.128,0.6,1.8
948,250,1000,1000,0,-1063.85,-108.17,-73.17,-768.19,141.71,261.3,-219.05,-84.65,-92.12,126.4,190.93,240.43,14.22,3.03,0.04,3.06,3959.85,614.159,,740.847,2.6,,3.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,178.723,489.232,0.6,2.0
949,300,1000,1000,0,-771.24,-106.75,-106.95,-491.17,148.8,260.31,-230.62,-129.74,-104.24,96.27,179.71,242.98,15.2,2.41,0.04,2.43,4813.5,681.205,,750.329,3.0,,3.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,175.743,446.582,0.6,2.0
950,350,1000,1000,0,-746.67,-156.43,-20.63,-437.81,169.03,317.3,-236.69,-109.07,-131.63,100.77,207.8,250.42,16.28,2.37,0.04,2.39,5669.72,674.77,,773.042,3.0,,3.2,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,181.497,464.034,0.6,2.0
951,400,1000,1000,0,-956.47,-139.16,-50.17,-703.58,144.08,264.23,-244.92,-108.84,-40.59,111.12,187.16,254.88,15.59,1.81,0.04,1.83,6490.46,664.189,,795.703,3.0,,3.4,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,180.973,505.88,0.6,2.2
952,450,1000,1000,0,-1059.87,-191.8,-7.29,-693.24,141.74,298.64,-212.37,-87.71,-50.58,115.81,205.49,254.46,17.42,2.69,0.05,2.71,7329.19,727.914,,789.475,3.2,,3.4,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,174.364,393.929,0.6,1.8
953,500,1000,1000,0,-863.75,-164.75,-43.06,-594.29,129.83,261.84,-222.21,-41.53,-41.47,99.65,200.91,255.67,20.98,2.37,0.04,2.39,8132.41,689.001,,787.917,3.0,,3.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,176.935,515.615,0.6,2.4
954,550,1000,1000,0,-813.07,-157.6,50.65,-457.03,164.76,333.05,-60.67,-72.1,-78.05,126.32,217.13,264.69,17.56,2.62,0.04,2.65,8965.59,752.199,,836.648,3.2,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.608,561.617,0.6,2.6
955,600,1000,1000,0,-869.96,-166.67,-123.45,-516.99,157.31,286.65,-228.99,-121.01,-106.95,113.06,205.92,260.88,16.37,2.92,0.04,2.97,9824.38,695.063,,814.294,3.0,,3.6,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,183.673,651.223,0.6,3.0
956,650,1000,1000,0,-917.39,-212.48,56.31,-748.59,132.46,267.94,-274.44,-158.25,-66.07,99.55,198.36,264.19,17.69,2.43,0.06,2.46,10676.1,689.926,,831.138,3.0,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,169.49,554.248,0.6,2.4
957,700,1000,1000,0,-940.33,-141.98,71.18,-704.4,177.11,291.58,-252.87,-128.85,-16.23,121.53,216.82,277.02,15.01,2.61,0.05,2.65,11538.72,835.819,,839.901,3.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.089,625.018,0.6,2.8
958,750,1000,1000,0,-840.73,-134.38,-1.52,-523.69,173.92,290.14,-295.91,-173.92,-104.39,116.72,200.08,262.26,14.6,2.6,0.05,2.65,12377.27,696.103,,828.44,3.2,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.587,610.293,0.6,2.8
959,800,1000,1000,0,-881.1,-128.78,55.8,-573.52,167.88,305.69,-0.71,-63.5,90.45,162.21,242.64,284.2,16.24,2.55,0.06,2.59,13196.26,838.987,,837.889,3.8,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,181.776,520.767,0.6,2.4
960,850,1000,1000,0,-832.53,-147.43,128.24,-419.94,171.96,315.2,-398.91,-67.45,66.06,73.77,224.33,287.64,13.91,2.3,0.05,2.33,13931.7,875.661,,816.618,4.0,,3.8,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.24,517.373,0.6,2.0
961,900,1000,1000,0,-1033.02,-155.17,87.21,-681.98,148.69,302.74,-291.79,-59.37,69.71,106.06,221.49,276.62,13.13,2.38,0.07,2.42,14669.64,832.646,,836.435,3.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,181.341,611.788,0.6,2.8
962,950,1000,1000,0,-870.95,-190.14,100.08,-477.91,162.94,290.45,-290.06,-171.86,-165.01,105.41,194.49,261.17,15.63,2.78,0.07,2.83,15432.48,758.873,,815.611,3.4,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.403,646.392,0.6,3.0
963,1000,1000,1000,0,-1039.58,-163.82,62.04,-575.81,161.0,310.56,-261.78,-169.52,53.16,103.73,204.75,284.43,15.13,2.98,0.05,3.03,16183.69,858.965,,837.224,4.0,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,172.082,610.188,0.6,2.8
964,1050,1000,1000,0,-897.93,-158.55,110.75,-524.66,168.62,325.82,-303.95,-122.16,-138.22,79.59,216.38,264.66,15.45,2.55,0.05,2.6,16953.74,770.967,,837.456,3.4,,3.8,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.062,473.77,0.6,2.2
965,1100,1000,1000,0,-1026.89,-154.28,94.48,-747.3,165.9,334.0,-271.03,-116.26,85.69,126.52,218.59,274.28,13.82,2.45,0.05,2.49,17705.44,817.387,,842.175,3.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,179.099,554.405,0.6,2.6
966,1150,1000,1000,0,-918.79,-203.22,112.83,-607.49,155.78,291.91,-300.43,-169.5,-172.81,81.4,197.17,264.01,17.16,2.94,0.06,2.99,18452.44,721.463,,839.525,3.2,,3.8,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,181.422,601.019,0.6,2.8
967,1200,1000,1000,0,-947.14,-180.15,129.27,-542.61,171.71,342.86,-293.14,-70.81,92.66,127.44,232.91,325.08,15.14,2.54,0.06,2.59,19193.23,1017.93,,858.882,4.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,175.955,641.835,0.6,3.0
968,1250,1000,1000,0,-1089.7,-153.8,69.52,-727.94,157.41,300.01,-337.98,-148.1,54.6,44.88,224.54,289.03,13.41,2.46,0.07,2.51,19957.96,889.155,,866.765,4.0,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,170.732,440.165,0.6,2.0
969,1300,1000,1000,0,-915.62,-184.52,166.79,-707.96,151.1,377.15,-218.4,-13.49,115.12,144.63,243.33,310.41,15.27,2.12,0.08,2.16,20706.94,1003.97,,829.846,4.6,,3.6,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,179.894,323.873,0.6,1.4
970,1350,1000,1000,0,-745.86,-138.09,133.45,-396.12,161.19,327.55,-325.62,-122.15,102.11,89.22,220.61,315.16,13.25,2.35,0.04,2.42,21453.61,1000.71,,886.2,4.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,172.001,557.705,0.6,2.6
971,1400,1000,1000,0,-1012.71,-206.56,99.0,-622.69,156.51,327.21,-255.67,-148.97,-114.73,140.35,219.83,278.7,16.79,2.4,0.05,2.45,22245.34,785.648,,886.205,3.4,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.085,555.901,0.6,2.6
972,1450,1000,1000,0,-780.54,-224.29,151.53,-464.19,146.68,349.93,-238.68,-25.18,123.2,142.7,252.73,315.53,17.74,2.44,0.06,2.48,23060.26,987.864,,889.341,4.4,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,171.592,478.966,0.6,2.2
973,1500,1000,1000,0,-1015.82,-200.77,158.24,-694.01,167.99,357.62,-45.18,-57.62,127.55,133.7,234.98,335.22,16.53,2.38,0.05,2.42,23847.09,1055.5,,894.078,4.8,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,177.777,559.614,0.6,2.6
974,1550,1000,1000,0,-969.77,-150.33,-111.26,-547.23,204.86,319.25,-312.87,-159.9,113.36,123.9,224.18,320.12,14.91,2.38,0.06,2.43,24641.33,1029.06,,882.108,4.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,182.53,564.597,0.6,2.6
975,1600,1000,1000,0,-899.07,-213.84,109.2,-581.8,168.37,313.17,-367.03,-169.55,117.92,77.02,219.08,282.78,16.46,2.05,0.06,2.09,25467.12,864.299,,899.212,4.0,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,167.58,566.07,0.6,2.6
976,1650,1000,1000,0,-979.76,-230.3,129.21,-609.53,159.87,340.36,-283.19,-92.0,80.06,163.38,239.32,323.79,16.6,2.65,0.07,2.7,26380.49,1017.36,,883.991,4.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,206.246,526.51,0.8,2.2
977,1700,1000,1000,0,-789.05,-148.33,57.73,-450.66,174.01,325.95,-358.09,-162.56,-94.94,115.12,225.82,282.88,14.24,2.61,0.06,2.66,27261.06,798.037,,901.062,3.6,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,179.934,564.491,0.6,2.6
978,1750,1000,1000,0,-937.04,-230.56,103.42,-619.24,161.4,302.65,-334.54,-165.35,-114.28,111.67,213.68,280.43,18.72,2.76,0.05,2.81,28161.58,741.597,,889.385,3.2,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,169.582,472.892,0.6,2.2
979,1800,1000,1000,0,-897.93,-134.35,-58.61,-529.49,186.15,320.12,-287.75,-145.37,137.05,146.18,235.93,297.48,13.63,3.36,0.08,3.43,29116.85,935.584,,877.653,4.2,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,180.771,556.943,0.6,2.6
980,1850,1000,1000,0,-858.19,-189.33,102.5,-360.08,174.83,328.03,-377.18,-203.7,-189.52,95.94,213.04,277.92,31.75,3.54,0.07,3.58,30068.49,676.458,,886.438,3.0,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,171.755,612.546,0.6,2.6
981,1900,1000,1000,0,-946.21,-128.69,122.46,-653.41,181.6,332.87,-317.21,-166.77,-130.29,131.72,216.88,281.69,31.12,3.51,0.05,3.56,31346.46,781.435,,891.021,3.4,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,206.229,510.633,0.8,2.2
982,1950,1000,1000,0,-1110.28,-203.55,-69.37,-735.27,143.06,335.61,-345.2,-130.03,146.11,123.31,250.22,332.29,17.61,2.86,0.07,2.92,32422.14,1046.4,,884.394,4.8,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,187.938,466.839,0.6,2.2
983,1999,1000,1000,0,-1163.3,-159.18,7.38,-760.81,165.53,358.55,-320.54,-149.99,79.5,97.46,231.09,289.98,15.45,2.75,0.05,2.75,33267.39,887.39,,894.492,4.0,,4.0,half_cheetah,3,Lexi.MAPLE,Naive,threeTasks,165.295,591.922,0.6,2.6
984,0,1000,1000,0,-867.55,-137.81,24.91,-745.01,-20.76,116.54,-140.27,-60.88,17.4,-34.56,53.45,85.04,17.86,2.11,0.05,2.15,20.14,186.85,,83.5241,0.6,,0.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,70.3967,51.833,0.0,0.0
985,50,1000,1000,0,-927.71,-108.21,9.57,-704.25,65.28,167.0,-37.84,-70.85,-4.99,39.31,112.23,176.6,12.38,1.61,0.03,1.65,686.39,443.221,,356.021,1.8,,1.2,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,173.927,52.9058,0.6,0.0
986,100,1000,1000,0,-832.63,-167.15,-4.61,-512.39,73.65,234.62,-266.28,-97.23,-31.37,29.5,143.97,221.32,12.15,2.02,0.03,2.04,1316.29,610.298,,519.002,2.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,177.167,55.8433,0.6,0.0
987,150,1000,1000,0,-856.67,-125.56,-86.85,-613.25,89.51,228.41,-192.89,-99.83,-14.32,90.34,157.65,207.3,10.98,2.16,0.04,2.21,1984.0,576.956,,518.436,2.4,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,178.045,301.357,0.6,1.2
988,200,1000,1000,0,-759.12,-193.15,-37.8,-408.03,89.47,219.12,-217.36,-131.96,-8.12,76.24,162.63,209.86,13.18,2.12,0.03,2.15,2627.93,629.99,,511.798,2.8,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,173.383,242.193,0.6,1.0
989,250,1000,1000,0,-941.27,-152.48,-8.93,-566.96,116.62,233.0,-252.64,-120.82,12.25,93.87,161.25,196.48,13.09,2.18,0.04,2.21,3275.33,547.829,,510.002,2.2,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,171.391,274.204,0.6,1.2
990,300,1000,1000,0,-943.07,-151.44,11.95,-508.08,89.81,229.43,-231.27,-162.62,-14.96,71.65,144.34,195.71,11.31,2.16,0.03,2.2,3976.59,506.326,,524.861,2.2,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,179.179,293.578,0.6,1.0
991,350,1000,1000,0,-967.93,-162.77,-49.81,-469.58,139.84,263.67,-236.32,-117.02,-35.68,88.69,165.87,216.93,14.19,1.8,0.03,1.83,4612.81,580.401,,550.072,2.4,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,175.952,192.864,0.6,0.6
992,400,1000,1000,0,-611.13,-170.45,43.14,-354.82,88.37,222.48,-298.58,-155.96,-40.13,75.42,136.94,192.02,12.58,1.87,0.03,1.9,5257.62,524.979,,521.714,2.2,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,182.525,295.693,0.6,1.2
993,450,1000,1000,0,-1014.8,-181.74,-79.09,-799.17,115.28,229.17,-237.19,-119.14,1.2,88.12,176.66,231.16,14.25,2.37,0.04,2.4,5890.47,655.099,,547.624,2.8,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,175.639,295.023,0.6,1.2
994,500,1000,1000,0,-743.68,-179.19,22.94,-477.21,95.85,255.45,-303.78,-127.26,-21.54,67.1,145.09,199.56,14.03,2.02,0.04,2.05,6550.79,591.112,,440.251,2.6,,1.6,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,176.354,279.397,0.6,1.2
995,550,1000,1000,0,-942.69,-136.97,35.35,-662.23,101.46,282.25,-227.06,-105.0,18.5,126.52,164.62,227.31,12.37,2.41,0.03,2.43,7202.16,637.345,,538.473,2.8,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,174.945,330.617,0.6,1.4
996,600,1000,1000,0,-848.64,-168.74,-68.02,-379.13,118.88,220.15,-231.68,-152.78,-105.46,86.87,157.73,194.93,13.22,2.26,0.04,2.3,7862.02,485.313,,549.349,2.0,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,179.067,280.541,0.6,1.2
997,650,1000,1000,0,-1003.11,-156.12,26.67,-734.14,126.5,250.66,-290.28,-109.43,-43.98,95.65,176.32,233.43,14.03,1.85,0.04,1.89,8568.89,667.668,,531.846,2.8,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,184.354,369.144,0.6,1.6
998,700,1000,1000,0,-909.58,-126.84,48.07,-630.63,129.29,227.6,-238.31,-140.62,-98.72,110.45,164.5,192.47,12.98,2.12,0.03,2.17,9266.12,498.184,,532.508,2.2,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,122.662,479.72,0.4,2.0
999,750,1000,1000,0,-781.03,-125.61,-12.81,-441.19,115.71,220.9,-267.06,-143.94,-15.0,117.77,165.62,212.37,12.1,1.92,0.04,1.97,9981.21,589.275,,505.137,2.4,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,170.829,482.202,0.6,2.0
1000,800,1000,1000,0,-878.01,-144.79,-36.25,-624.4,134.43,236.53,-88.8,-118.17,-49.0,119.72,181.67,205.49,13.39,2.38,0.04,2.41,10739.13,581.495,,539.084,2.6,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,178.699,478.314,0.6,2.0
1001,850,1000,1000,0,-989.41,-136.57,38.13,-792.32,120.62,270.98,-126.82,-104.6,8.01,113.71,173.02,226.92,13.76,1.94,0.04,1.98,11460.58,629.797,,547.893,2.8,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,177.491,519.689,0.6,2.0
1002,900,1000,1000,0,-535.69,-139.3,-16.21,-381.35,126.9,276.26,-180.41,-103.46,-43.69,94.7,183.4,232.05,12.75,2.03,0.04,2.11,12242.61,686.041,,541.515,3.0,,2.0,half_cheetah,4,Lexi.MAPLE,Naive,threeTasks,174.196,483.633,0.6,2.0
